seed,dataset,model,query_id,latency_ms,metric_name,metric_value,backend
19,synthetic_research_collection,late_interaction,s19_q018,52.005,ndcg@3,0.0,cross_encoder
19,synthetic_research_collection,hybrid,s19_q018,52.005,ndcg@3,0.0,cross_encoder
19,synthetic_research_collection,dense_exact,s19_q019,52.3,ndcg@3,0.0,sentence_transformer
19,synthetic_research_collection,cross_encoder,s19_q019,52.3,ndcg@3,0.4693,cross_encoder
19,synthetic_research_collection,late_interaction,s19_q019,52.3,ndcg@3,0.7654,cross_encoder
19,synthetic_research_collection,hybrid,s19_q019,52.3,ndcg@3,0.4693,cross_encoder
19,synthetic_research_collection,dense_exact,s19_q020,50.504,ndcg@3,0.2346,sentence_transformer
19,synthetic_research_collection,cross_encoder,s19_q020,50.504,ndcg@3,0.0,cross_encoder
19,synthetic_research_collection,late_interaction,s19_q020,50.504,ndcg@3,1.0,cross_encoder
19,synthetic_research_collection,hybrid,s19_q020,50.504,ndcg@3,1.0,cross_encoder
19,synthetic_research_collection,dense_exact,s19_q021,51.608,ndcg@3,0.0,sentence_transformer
19,synthetic_research_collection,cross_encoder,s19_q021,51.608,ndcg@3,0.0,cross_encoder
19,synthetic_research_collection,late_interaction,s19_q021,51.608,ndcg@3,1.0,cross_encoder
19,synthetic_research_collection,hybrid,s19_q021,51.608,ndcg@3,0.0,cross_encoder
19,synthetic_research_collection,dense_exact,s19_q022,52.722,ndcg@3,0.0,sentence_transformer
19,synthetic_research_collection,cross_encoder,s19_q022,52.722,ndcg@3,0.0,cross_encoder
19,synthetic_research_collection,late_interaction,s19_q022,52.722,ndcg@3,0.0,cross_encoder
19,synthetic_research_collection,hybrid,s19_q022,52.722,ndcg@3,0.0,cross_encoder
19,synthetic_research_collection,dense_exact,s19_q023,51.226,ndcg@3,0.0,sentence_transformer
19,synthetic_research_collection,cross_encoder,s19_q023,51.226,ndcg@3,0.0,cross_encoder
19,synthetic_research_collection,late_interaction,s19_q023,51.226,ndcg@3,0.2961,cross_encoder
19,synthetic_research_collection,hybrid,s19_q023,51.226,ndcg@3,1.0,cross_encoder
